ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
8,"A tábua de passar tem um tamanho ótimo, compacto.  Ela é resistente e bonita.",500,1.0,"[np.str_('ótimo'), np.str_('resistente'), np.str_('bonita'), np.str_('de')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ótimo"", ""resistente"" e ""bonita"" são as mais importantes na frase. Essas palavras têm pesos positivos, o que sugere que elas contribuem para uma classificação positiva. A palavra ""de"" tem um peso negativo, mas seu impacto é muito pequeno. Portanto, as palavras positivas dominam, fazendo com que o modelo classifique essa frase como positiva."
8,"A tábua de passar tem um tamanho ótimo, compacto.  Ela é resistente e bonita.",1000,1.0,"[np.str_('ótimo'), np.str_('resistente'), np.str_('bonita'), np.str_('de')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ótimo"", ""resistente"" e ""bonita"" são as mais importantes na frase. Essas palavras têm pesos positivos, o que sugere que elas contribuem para um sentimento positivo. A palavra ""de"" tem um peso negativo, mas seu impacto é muito pequeno. Portanto, a frase foi classificada como positiva, pois as palavras com pesos mais significativos (""ótimo"", ""resistente"" e ""bonita"") indicam uma opinião favorável."
9,"Super recomendo, veio antes do tempo e tudo certinho.",10,0.0,"[np.str_('tudo'), np.str_('veio'), np.str_('tempo'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, a frase ""Super recomendo, veio antes do tempo e tudo certinho"" foi classificada como positiva. Isso ocorre porque a palavra ""recomendo"" tem um peso positivo (0.0207), indicando um sentimento positivo. Embora as palavras ""veio"", ""tempo"", e ""tudo"" tenham pesos levemente negativos, eles são muito pequenos e não são suficientes para influenciar a classificação final, que é dominada pelo peso positivo de ""recomendo""."
9,"Super recomendo, veio antes do tempo e tudo certinho.",50,0.6,"[np.str_('veio'), np.str_('recomendo'), np.str_('Super'), np.str_('tudo')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase é geralmente positiva. As palavras ""Super"" e ""recomendo"" têm pesos positivos, indicando aprovação. No entanto, ""veio"" tem um peso negativo leve, sugerindo um pequeno descontentamento. Mas, como o peso de ""recomendo"" é mais forte e positivo, a frase é classificada como positiva overall."
9,"Super recomendo, veio antes do tempo e tudo certinho.",100,1.0,"[np.str_('veio'), np.str_('recomendo'), np.str_('Super'), np.str_('tudo')]","Com base nos pesos calculados pelo LIME, a frase ""Super recomendo, veio antes do tempo e tudo certinho"" foi classificada como positiva, embora com uma leve inclinação. Isso ocorre porque as palavras ""Super"" e ""recomendo"" têm pesos positivos (0.0608 e 0.0682, respectivamente), indicando um sentimento positivo. No entanto, a palavra ""veio"" tem um peso negativo (-0.0734), sugerindo um pequeno impacto negativo. Apesar disso, os pesos positivos predominam, fazendo com que o modelo decida que a frase é geralmente positiva."
9,"Super recomendo, veio antes do tempo e tudo certinho.",200,1.0,"[np.str_('veio'), np.str_('recomendo'), np.str_('Super'), np.str_('tudo')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase é geralmente positiva, embora com um leve peso negativo. A palavra ""Super"" e ""recomendo"" têm pesos positivos significativos, indicando que a recomendação é forte e positiva. No entanto, a palavra ""veio"" tem um peso negativo ligeiro, sugerindo um pequeno atraso ou problema. Mas, dado que o peso de ""tudo certinho"" também é positivo, o modelo conclui que a frase é predominantemente positiva, com um leve desafio mencionado."
9,"Super recomendo, veio antes do tempo e tudo certinho.",500,1.0,"[np.str_('veio'), np.str_('recomendo'), np.str_('Super'), np.str_('tudo')]","Com base nos pesos calculados pelo LIME, a frase ""Super recomendo, veio antes do tempo e tudo certinho"" foi classificada como positiva, embora com uma leve inclinação. Isso ocorre porque as palavras ""Super"" e ""recomendo"" têm pesos positivos (0.0616 e 0.0768, respectivamente), indicando um sentimento positivo. No entanto, a palavra ""veio"" tem um peso negativo (-0.0887), sugerindo um pequeno impacto negativo. Apesar disso, os pesos positivos predominam, levando o modelo a classificar a frase como levemente positiva."
9,"Super recomendo, veio antes do tempo e tudo certinho.",1000,1.0,"[np.str_('veio'), np.str_('recomendo'), np.str_('Super'), np.str_('tudo')]","Com base nos pesos calculados pelo LIME, o modelo considera que a palavra ""veio"" tem um peso negativo ligeiro (-0.0787), o que sugere um pequeno impacto negativo. No entanto, as palavras ""Super"" (0.0608), ""recomendo"" (0.0757), e ""tudo"" (0.0553) têm pesos positivos ligeiros, indicando um sentimento positivo. Dado que as palavras com pesos positivos têm um impacto mais significativo, o modelo conclui que a frase é positiva."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,10,0.0,"[np.str_('foi'), np.str_('em'), np.str_('adquirir'), np.str_('sem')]","Com base nos pesos calculados pelo LIME, as palavras com maior influência na classificação positiva da frase são ""adquirir"" e ""sem"", embora seus pesos sejam baixos. Isso sugere que o modelo considera essas palavras importantes para o sentimento positivo, possivelmente porque indicam que o usuário está satisfeito com a compra. Além disso, palavras como ""excelente"" e ""boa qualidade"", embora não listadas aqui, também contribuem fortemente para a classificação positiva, mas não foram incluídas nos pesos fornecidos."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,50,0.0,"[np.str_('excelente'), np.str_('depois'), np.str_('boa'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""excelente"" e ""boa"" têm pesos positivos, indicando que o usuário está satisfeito com o produto. A única palavra com peso negativo é ""depois"", que pode sugerir um pequeno descontentamento com o tempo de entrega, mas isso não é suficiente para influenciar a classificação final. Portanto, o modelo decidiu que a frase é positiva, pois as palavras mais influentes são altamente positivas."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,100,1.0,"[np.str_('excelente'), np.str_('boa'), np.str_('depois'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""excelente"" e ""boa"" têm pesos positivos significativos, indicando que essas palavras contribuem positivamente para o sentimento da frase. Além disso, a palavra ""recomendo"" também tem um peso positivo. Embora a palavra ""depois"" tenha um peso negativo leve, ele é muito pequeno em comparação com os pesos positivos das palavras elogiosas. Portanto, o modelo decidiu que a frase é positiva, pois as palavras de elogio têm mais influência na classificação final."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,200,0.6,"[np.str_('excelente'), np.str_('depois'), np.str_('boa'), np.str_('Super')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é positiva porque palavras como ""excelente"" e ""boa"" têm pesos positivos, indicando sentimentos positivos. A palavra ""depois"" tem um peso negativo leve, mas não é suficiente para influenciar a classificação final, que é predominantemente positiva. Além disso, a expressão ""Super recomendo"" também contribui positivamente, embora não esteja entre as palavras analisadas."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,500,0.6,"[np.str_('excelente'), np.str_('depois'), np.str_('recomendo'), np.str_('Super')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é positiva porque palavras como ""excelente"" e ""Super recomendo"" têm pesos positivos significativos, indicando uma opinião favorável. A palavra ""depois"" tem um peso negativo leve, mas não é forte o suficiente para influenciar a classificação final, que é predominantemente positiva."
10,Produto excelente de boa qualidade sem contar a entrrega q foi em 72 hrs depois de adquirir o produto!!!Super recomendo!!!!!,1000,0.6,"[np.str_('excelente'), np.str_('depois'), np.str_('recomendo'), np.str_('boa')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""excelente"" tem um peso positivo significativo (0.1056), indicando que é uma palavra muito importante para a classificação positiva. Por outro lado, a palavra ""depois"" tem um peso negativo leve (-0.0620), que não é suficiente para influenciar a classificação final. A palavra ""recomendo"" também contribui positivamente (0.0600), enquanto ""boa"" adiciona um peso positivo menor (0.0556). Esses pesos indicam que a frase é positiva porque contém palavras altamente positivas como ""excelente"" e ""recomendo"", com a entrega demorada sendo o único aspecto ligeiramente negativo, mas não o suficiente para mudar a classificação geral."
11,O produto que no caso é uma bateria de celular do j2 não está segurando carga com 50% o celular desliga sozinho péssimo produto.,10,0.0,"[np.str_('está'), np.str_('uma'), np.str_('péssimo'), np.str_('que')]","Com base nos pesos calculados pelo LIME, podemos ver que a palavra ""péssimo"" tem um peso muito baixo, mas negativo, indicando que ela contribui um pouco para a classificação negativa. No entanto, as palavras ""está"" e ""uma"" têm pesos negativos ligeiramente maiores, sugerindo que elas também têm algum impacto negativo. A palavra ""que"" tem um peso positivo, mas muito pequeno, quase não influenciando a decisão. Em conjunto, esses pesos negativos indicam que a frase é percebida como negativa, refletindo a impressão geral de que o produto é ruim e não funciona bem."
11,O produto que no caso é uma bateria de celular do j2 não está segurando carga com 50% o celular desliga sozinho péssimo produto.,50,0.3333333333333333,"[np.str_('não'), np.str_('péssimo'), np.str_('celular'), np.str_('uma')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente negativa. Palavras como ""não"" e ""péssimo"" têm pesos negativos significativos, indicando que o usuário está insatisfeito. A palavra ""celular"" tem um peso positivo, mas é muito pequeno em comparação com os negativos, e não é suficiente para mudar a classificação geral. Portanto, o modelo decidiu que a frase é negativa."
11,O produto que no caso é uma bateria de celular do j2 não está segurando carga com 50% o celular desliga sozinho péssimo produto.,100,0.6,"[np.str_('não'), np.str_('péssimo'), np.str_('celular'), np.str_('de')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente negativa. Palavras como ""não"" e ""péssimo"" têm pesos negativos significativos, indicando que o usuário está insatisfeito. A palavra ""celular"" tem um peso positivo, mas é sobrecarregada pelos termos negativos, fazendo com que a frase seja classificada como negativa overall."
11,O produto que no caso é uma bateria de celular do j2 não está segurando carga com 50% o celular desliga sozinho péssimo produto.,200,0.6,"[np.str_('não'), np.str_('péssimo'), np.str_('celular'), np.str_('produto')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente negativa. A palavra ""não"" tem um peso negativo de -0.2009, indicando que a negação presente na frase contribui para um sentimento negativo. Além disso, a palavra ""péssimo"" também tem um peso negativo significativo de -0.1468, o que é uma clara indicação de que o usuário está muito insatisfeito. Embora a palavra ""celular"" tenha um leve peso positivo, os pesos das palavras negativas são mais fortes e dominantes, levando o modelo a classificar o sentimento da frase como negativo."
11,O produto que no caso é uma bateria de celular do j2 não está segurando carga com 50% o celular desliga sozinho péssimo produto.,500,0.6,"[np.str_('não'), np.str_('péssimo'), np.str_('celular'), np.str_('uma')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente negativa. A palavra ""não"" tem um peso negativo de -0.2012, indicando que ela contribui para a classificação negativa. Além disso, a palavra ""péssimo"" também tem um peso negativo significativo de -0.1493, o que é uma palavra-chave clara que expressa uma opinião muito negativa. Embora a palavra ""celular"" tenha um leve peso positivo, os pesos das palavras negativas são mais fortes, fazendo com que a frase seja classificada como negativa pelo modelo."
